1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.9977,1,1,1,1,0.51168,0.98794,0.5,0.98178,0.49068,1,1,1,1,1,0.75466,0.99822,0.5,0.83532,1,1,1,0.98035,0,1,1,1,0,1,0,1,1,0.94104,0.85627,1,0.83081,1,1,0.9562,1,1,0,0.95466,0.17857,0.99513,0.5,1,0.97299,0.99083,0.5,0.92067,1,1,0.16033,0.9783,0.54166,1,0,1,0.58594,1,0.50833,1,0.81908,1,0.92392,1,1,1,1,1,1,0.98043,0.84722,1,1,1,1,1,1,1,1,0.96138,0.84099,0.87426,0.6959,0.83774,0.86363,0.78824,0.70966,0.94152,0.92278,0.85435,0.2291,0.64601,0.89579,0.95058,0.98857,0,0.87042,1,1,0.5,0.97852,0.64204,0.97245,0.5,0.99724,0.55068,1,0.82954,0.93142,0.71,1,0.95676,0.60715,1,0.99091,0.69643,0.93444,0.71818,1,0.86905,0.71875,1,0.97608,0.7992,0.97941,0.5,0.98467,0.5,0.82061,1,0.67347,0.5,0.94853,0,0.63333,0.36667,1,0.97266,0.97601,1,0.65517,0.81373,0.625,0.17188,1,0.92636,0.95187,0.3975,0.8,0.52933,0.97327,0.5273,0.86207,0.51926,0.73545,0.54348,0.97167,0.50987,0.92868,1,0.92605,1,1,0.5,0.72222,0.5,1,0,1,0.5,1,0.81061,1,0.5,0.95833,0.59295,1,1,1,0,0.96124,0,0.92088,1,1,0,1,0,0.82474,0.5,1,1,0.96835,1,1,0.68438,0.89924,0.5,1,0.5,1,0.5,0.95588,0,0.73684,0.49679,1,0,0.72728,0,1,1,0.93516,1,0.96328,1,0.96769,1,0.90314,1,0.98734,0.5,0.96154,0.5,0.94402,1,0.86762,0.5,0.97325,1,0.75233,0.84364,0.88148,0.69261,0.7877,0.53202,0.80929,0.62658,0.94051,0.71354,0.94427,0.5,0.90572,0.5,0.74935,0.5,1,0.5,0.93524,0.5,0.9409,0.66417,0.91714,0.81167,0.87224,0.80769,0.84159,0.75,0.89915,1,0.94705,0.97315,0.95883,0.88314,0.7947,1,0.92422,1,0.73969,0.81755,0.75056,0.8576,0.84074,0.80339,0.74757,0.99411,0.98952,0.9985,0.97165,0.96986,0.94917,0.64536,0.79229,0.91805,0.9704,0.93556,0.87458,0.73669,0.79944,0.92356,0.93886,0.87352,0.73392,0.94058,0.96574,0.94121,0.91739,0.96435,0.91684,0.99228,0.97026,0.98516,0.76271,0.66667,0.75604,0.87782,0.91895,0.96829,0.96218,1,0.97779,0.89689,0.94043,0.94795,1,0.87395,0.92507,1,0.94752,0.95036,0.69697,0.93345,0.94782,0.95274,1,1,0.94055,0.91312,0.87234,0.93789,0.98757,1,1,0.9421,0.95074,0.66395,0.82922,0.59733,0.99001,0.91127,0.67673,0.88023,0.83333,0.91754,0.97557,0.97351,0.95304,0.92355
0.47056,0.40585,0.48318,0.27419,0.488,0.49704,0.44699,0.5,0.46401,0.45771,0.53327,0.22895,0.41842,0.066495,0.5369,0.03002,0.53234,0.5,0.51264,0,0.49694,1,0.53544,1,0.46909,0.7891,0.45643,0,0.5419,0,0.42882,0,0.4268,0.48702,0.42051,0,0.50216,1,0.52173,0.51231,0.53269,0,0.54395,0,0.47108,0.5,0.48135,0.48657,0.50437,0.5,0.40819,1,1,0,0.54072,0.39658,0.48871,1,0.52906,0,0.54885,0.32188,0.58401,1,0.29272,0.55299,0.64023,0,0.83892,1,0.51765,0,0.5431,0.69444,0.52535,1,0.52039,1,0.62084,1,0.46698,0,0.53902,0.41343,0.48595,0.46829,0.52264,0.475,0.49216,0.56241,0.39002,0.4571,0.37609,0.5743,0.56791,0.58425,0.58303,0.59525,0,0.52487,0,0.50855,0.5,0.43953,0.34091,0.25345,0.5,0.50263,0.55405,0.21388,0.18561,0.59655,0.195,0.61698,0.90793,0.45238,0.42623,0.5,0.76191,0.46445,0.43637,0.037735,0.91667,0.52084,1,0.53297,0.70166,0.55065,0.5,0.50438,0.5,0.50701,1,0.60204,0.5,0.69117,0.64053,0.45,0.7,0.31081,0.48242,0.51127,0.47236,0.44827,0.46079,0.58334,0.57813,0.4946,0.52713,0.49198,0.64375,0.51667,0.49581,0.64356,0.50719,0.49458,0.51284,0.61376,0.50343,0.69287,0.50353,0.50038,0,0.69626,1,0.77451,0.5,0.72222,0.5,0.5,1,0.5,0.5,0.72728,0.18182,0.55883,0.5,0.64583,0.41667,0.45909,1,0.62038,1,0.40276,0,0.7173,1,0.81774,1,0.53422,0,0.46052,0.5,0.52575,0.45238,0.49905,0,0.61529,0,0.69132,0.5,0.35786,0.5,0.54546,0.5,0.45588,1,0.44737,0.25,0.72728,0,0.54546,0.20161,0.57143,1,0.73486,0,0.52087,1,0.56822,0,0.56534,0,0.56541,0.5,0.57725,0.5,0.69069,0,0.30854,0.5,0.50446,1,0.4155,1,0.46111,0.57782,0.48413,0.42364,0.55425,0.67975,0.49572,0.25,0.50816,0.5,0.51857,0.5,0.50909,0.5,0.75,0.5,0.69013,0.5,0.71745,0.5126,0.69561,0.48255,0.48805,0.59462,0.52687,0.5,0.54709,0.54901,0.56712,0.58749,0.59099,0.60553,0.19537,0.55693,0.53397,0.54007,0.43815,0.47806,0.48202,0.49677,0.55185,0.48644,0.54854,0.51094,0.57905,0.60838,0.59979,0.64041,0.67578,0.55012,0.32237,0.56607,0.55966,0.52163,0.51275,0.59764,0.57344,0.48301,0.45924,0.43379,0.55654,0.63738,0.64641,0.65317,0.64497,0.66582,0.65728,0.48632,0.49234,0.42808,0.48305,0.375,1,0.74819,0.71452,0.67554,0.68462,0.58098,0.49922,0.64746,0.67616,0.69643,0.37975,0.5042,0.50904,0.49411,0.48416,0.50887,0.37879,0.67975,0.68959,0.70557,1,0.75758,0.5,0.54078,0.55319,0.51863,0.50355,0.50553,0.49329,0.68362,0.70893,0.55521,0.71808,0.52863,0.50038,0.46214,0.43116,0.50546,0.49317,0.54149,0.50209,0.49983,0.49172,0.56766
0.92622,0.96518,1,1,0.9707,0.45038,0.97301,0.5,1,0.5,1,1,1,1,1,1,1,0,0.83313,0.5,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,0.96704,0.70644,0.86157,1,1,1,0.97096,0.99836,1,1,0.93264,1,0.99896,0.5,1,0,0.99052,1,0.71822,1,1,0,0.98744,0,1,1,0.97263,0,1,0.5,0.99676,0.60416,1,1,1,1,0.90654,1,1,1,0.9838,0.5,1,0.5,1,1,1,1,1,1,0.9634,0.91166,0.8284,0.98732,0.88491,0.9462,0.70196,0.675,1,0.34128,0.82174,0.33127,0.72666,0.5,0.8965,0.91341,0.5,0.89537,0.5,0.98107,0.5,0.81659,0.5,1,0.5,0.92041,0.5,0.99575,0.5,0.9046,0.5,0.95702,0.13514,0.66667,1,0.94314,0.10588,1,0.79091,1,0.11905,0.79167,0.5,0.96807,0.91405,1,0.33164,1,0.9946,0.67073,1,0.73469,1,0.95588,0.61111,0.76666,0.36349,0.82432,0,0.96879,1,0.62069,0.86274,0.73333,0.53125,1,1,1,0.615,0.81666,0.53352,0.86277,0.48707,0.89852,0.50214,0.71164,0.5698,0.74131,0.52045,0.90963,1,0.69444,1,0.81373,0,0.76848,0.5,1,1,1,0.5,1,0.5,1,0,0.91667,0.5,1,0,0.99907,1,0.98209,0.24653,0.75,0.5,1,0,1,0.5,0.79132,0.5,0.99682,0,0.8038,1,1,0,0.90402,0.5,1,0.5,0.97728,0,0.9853,0,0.91891,0.5,1,1,0.81818,0.5,1,1,0.76972,1,0.94633,1,0.96858,0,0.8653,1,0.9706,1,0.932,1,0.82963,1,0.90075,0.5,0.98643,0,0.85721,0.95986,1,0.70622,0.87599,0.47784,0.85347,0.5,0.94909,0.5,0.96003,1,0.92572,0.5,0.71559,0.5,1,0.5,0.82049,0.5,0.79787,0.57618,0.7702,0.79543,0.85386,0.89078,0.92402,0.69348,0.89065,1,0.935,0.95473,0.93045,0.81967,0.92715,0.8501,0.90281,0.98388,0.71392,0.88265,0.80562,0.83333,0.88519,0.83559,0.64806,0.96551,0.95056,0.95983,0.98066,0.90243,0.83666,0.61654,1,0.86085,0.92869,0.89973,0.99497,0.53107,0.84934,0.93206,0.91712,0.76877,0.7949,0.86062,0.89959,0.86616,0.84628,0.88084,0.82771,0.99029,0.97085,0.95662,0.97457,0.72222,1,0.91775,0.86057,0.87627,0.85988,1,0.9321,0.82032,0.84194,0.83065,1,0.91656,0.96105,1,0.93762,1,0.81327,0.86007,0.83655,0.82677,0.6835,0.72728,0.97408,0.89539,0.94353,0.94976,0.9929,1,1,0.83562,0.82066,0.57985,0.7234,0.52099,1,0.90231,0.84693,0.93168,0.98702,0.86869,0.97591,0.96603,0.99061,0.86819
0.51153,0.31922,0.50243,1,0.53265,0.44026,0.396,0.5,0.42834,0.5,0.40806,0,0.44915,0.6114,0.5171,0.63354,0.49382,0,0.52516,0.5,0.45083,0.5,0.52148,0.5,0.51471,0,0.41368,0.5,0.58693,1,0.41872,1,0.44471,0.38467,0.63843,1,0.49395,0,0.5114,0.52431,0.60373,1,0.58444,0.91429,0.43495,0.5,0.46308,0.63065,0.48091,0.75862,0.5146,0,1,1,0.47167,1,0.47753,0,0.53709,1,0.56098,0.5,0.58167,0,0.88065,0.69565,0.51238,0,0.9101,0,0.5914,1,0.5964,0.5,0.55414,0.5,0.55991,0,0.74295,0,0.81468,1,0.58125,0.60954,0.47411,0.52164,0.44717,0.51731,0.5,0.5625,0.68186,0.097235,0.52174,0.86688,0.58404,0.5,0.6869,0.7313,0.5,0.51272,0.5,0.48429,0.5,0.43655,0.5,0.48154,0.5,0.44344,0.5,0.13315,0.5,0.70575,0.5,0.76006,1,0.53571,0.52459,0.51565,0.55671,0.48753,0.42728,0.87736,0.38095,0.44792,0.5,0.56515,0.9026,0.49041,0.92694,0.50421,0.38648,0.4878,0,0.62245,0,0.6875,0.57517,0.5,0.5608,0.64865,0.33398,0.49364,0,0.44827,0.5,0.63333,0.5,0.48649,0.54034,0.54011,0.55,0.53334,0.50419,0.83624,0.52299,0.50542,0.5,0.66799,0.47941,0.82267,0.49577,0.47162,1,0.88216,0.75625,1,0,0.95382,0.5,0.5,1,0.5,0.5,0.27273,0.5,0.61765,0.18617,0.41667,0.5,0.44337,1,0.50184,0,0.41163,1,0.8808,0.5,1,0,0.57105,0.5,0.4281,0.5,0.55061,0,0.71602,1,0.10746,0,0.41518,0.5,0.37327,0.5,0.45454,1,0.58823,0.57622,0.50878,0.5,0.77273,0,0.54546,0.5,0.85715,0,0.9108,1,0.57883,0,0.62679,1,0.62162,1,0.60018,1,0.64878,1,0.84715,1,0.55139,0.5,0.4987,0,0.50757,0.11956,0.35185,0.53697,0.47322,0.52956,0.46532,0.5,0.48768,0.5,0.50653,0.56444,0.49928,0.5,0.45195,0.5,0.625,0.5,0.84606,0.5,0.88827,0.60639,0.89289,0.5024,0.51655,0.5089,0.50101,0.55217,0.60328,0.6255,0.65772,0.66572,0.67772,0.69056,0.77649,0.43928,0.48851,0.49759,0.43815,0.51484,0.50674,0.47896,0.51728,0.52034,0.52912,0.6705,0.67619,0.73515,0.70402,0.76411,0.81117,0.58647,0.67669,0.53029,0.50519,0.59149,0.54896,0.40829,0.43032,0.45754,0.53668,0.58498,0.50333,0.7144,0.77878,0.78908,0.73851,0.81174,0.78835,0.47948,0.50501,0.49886,0.54238,0.61111,0.76905,0.77151,0.79192,0.8282,0.8421,0.47221,0.43378,0.76156,0.82564,0.85902,0.39874,0.5083,0.50728,0.49828,0.52773,0.49113,0.50635,0.83333,0.84719,0.8738,0.53079,0.66667,0.48628,0.45922,0.50491,0.50172,0.50977,0.50553,0.50783,0.83691,0.87862,0.64654,0.87402,0.62596,0.5,0.50116,0.48789,0.50129,0.53416,0.42647,0.48639,0.48386,0.49006,0.46925
0.91699,0.44566,1,0.85608,0.96053,0.49618,0.96403,1,1,0.5,1,1,0.99999,0.92746,1,0.4824,0.98906,1,0.78598,0.5,1,0.5,1,0.5,1,1,0.93317,0,1,1,1,1,0.9605,0.99009,0.91722,1,1,0.5,0.97352,0.98772,1,1,1,1,0.99331,0.5,0.99801,0.31804,0.98782,0.5,0.9671,0.5,0.95505,1,0.98582,0,1,0,0.99976,0.5,1,0.5,0.97308,1,0.9353,1,1,1,0.7151,1,1,0,0.98013,0.33532,1,1,1,1,1,1,1,1,0.94851,0.73321,0.90311,1,0.88679,1,0.69215,0.61591,0.91202,0.4552,0.72608,0.76006,0.75892,0.7827,0.86495,0.85885,0.75407,0.89287,0.8897,1,0.5,0.98182,0.84091,0.99449,0.5,0.94118,0.5,0.94759,0.5,0.83601,1,0.8901,0.30267,0.59524,0.78689,0.93124,0.41686,1,0.59091,0.74528,0.66667,0.69792,0.5,0.95498,0.88,0.99157,0.5,0.99329,0.59459,0.76375,0.5,0.70408,0.5,0.87133,0.12154,0.66667,0.41111,0.82432,0,0.96763,0.75,0.60345,0.80392,0.59518,0.5,1,1,1,0.64125,0.85,0.5,0.73782,0.50719,0.9,0.50999,0.62831,0.55263,0.60786,0.51058,0.8876,0,0.54429,0.8125,0.5098,0,0.38889,0.5,0.75,0.5,0.83333,0.5,1,0.5,1,1,0.85417,0.5,0.99623,0,0.90122,0.5,0.93512,1,0.54958,1,0.88562,0.5,1,0.5,0.43435,0.5,0.98071,0,0.96157,1,1,0.4617,1,0.5,0.97311,0.5,0.88637,1,0.91176,0.64177,0.91578,0.49039,0.90909,0,0.63636,0,1,1,0.5519,1,0.93049,1,0.92853,0,0.82308,1,0.94392,0.5,0.86291,1,0.64574,1,0.89413,0.5,0.99461,0,0.85532,0.90887,1,0.6323,0.80754,0.54187,0.85179,0.3519,0.97053,0.5,0.96221,0.94222,0.895,0.5,0.75324,0.5,0.625,1,0.65674,0.5,0.59836,0.57459,0.56163,0.80205,0.86122,0.88743,0.92171,0.74565,0.85814,0.99195,0.89448,0.92548,0.86437,0.74205,0.90563,0.90797,0.88516,0.98341,0.85052,0.80716,0.79438,0.81554,0.82593,0.76441,0.67475,0.91952,0.91019,0.88451,0.90257,0.79083,0.71949,0.5188,0.87688,0.82915,0.92562,0.99504,0.87928,0.81158,0.92561,0.90976,0.92392,0.86363,0.77716,0.8078,0.79976,0.67054,0.74617,0.74652,0.67481,1,0.97497,0.98287,0.76271,0.69444,0.85589,0.77458,0.72813,0.72786,0.64651,1,0.97491,0.70659,0.67408,0.6476,0.93671,0.91319,0.96023,1,0.94752,0.95036,0.72728,0.686,0.67958,0.6496,0.56496,0.53031,0.96799,0.95213,0.94271,0.94605,1,1,1,0.69806,0.6522,0.5701,0.5266,0.44722,0.99491,0.93757,0.84098,0.92911,0.74795,0.92175,0.96719,0.97589,0.97846,0.93937
0.31146,0.032015,0.43969,0,0.38372,0.44088,0.35825,0,0.39343,0.5,0.3634,0,0.42402,0.30052,0.47219,0,0.51249,1,0.59381,0.5,0.46176,0.5,0.54656,0.5,0.47435,0,0.091105,1,0.43346,0,0.38172,0,0.41775,0.45264,0.20806,0.1634,0.4852,0.5,0.52673,0.53571,0.6314,0.42812,0.58299,0,0.40285,0.5,0.44481,0.67819,0.47151,0.5,0.49867,0.5,1,0.81659,0.45758,1,0.46659,1,0.56615,0.5,0.61287,0.5,0.66673,1,0.59296,0,0.53882,0,1,0,0.63484,0,0.63726,0.8492,0.59749,0,0.58079,1,0.86486,1,0.54778,1,0.62309,0.66431,0.51406,1,0.51887,0.86363,0.56471,0.63977,0.59603,0.21782,0.69131,0.43034,0.49745,0.53437,0.75257,0.79366,0.10749,0.51897,0.003675,0.48282,0.5,0.40879,0,0.06474,0.5,0.41785,0.5,0.01275,0.5,0.77892,0,0.86072,0.77868,0.59524,0.4918,0.52286,0.11811,0.46556,0.16363,0.4717,0.42857,0.5,0.5,0.59576,0.85355,0.51277,0.5,0.49618,0.47297,0.51733,0.5,0.60204,0.5,0.83824,0.14508,0.43334,0.47778,0.37838,0.49218,0.50607,0.44444,0.46552,0.46079,0.61983,0.53125,0.46757,1,0.50802,0.65875,0.53334,0.49441,0.91227,0.52299,0.50099,0.49001,0.73809,0.45881,0.88757,0.50564,0.47909,1,0.99452,0,1,1,1,0.5,0.75,0.5,0.55556,0.5,0.54546,0.5,0.70588,0.75532,0.625,0.5,0.35099,0.08772,0.34934,0.5,0.38699,0,0.9673,0,1,0.5,0.61054,0.5,0.39308,0.5,0.57378,0,0.29936,1,0.44799,1,0.46174,0.5,0.32453,0.5,0.5,1,0.54412,1,0.51307,1,0.81818,1,0.59091,0.82258,0.85715,1,0.97637,0,0.59896,0,0.6939,1,0.59519,0,0.66124,0.5,0.68395,1,0.93946,1,0.57633,0.5,0.50186,0,0.51129,0.52174,0.071295,0.62062,0.49405,0.48768,0.50839,0,0.49089,0.5,0.5068,0.49,0.50357,0.5,0.47922,0.5,1,1,0.93312,0.5,0.97269,0.87001,0.94701,0.4627,0.58456,0.51324,0.5015,0.53261,0.64034,0.66522,0.71694,0.7498,0.72874,0.7625,0.53643,0.54839,0.48351,0.49639,0.30412,0.68014,0.50787,0.47411,0.54074,0.47796,0.5,0.67611,0.7428,0.81207,0.78285,0.86576,0.97176,0.67168,0.49718,0.54158,0.50773,0.64646,0.56439,0.50503,0.43032,0.5,0.52038,0.54743,0.53437,0.81831,0.85798,0.79263,0.84191,0.92133,0.85339,0.46182,0.49264,0.41439,0.41525,0.58334,0.90417,0.86031,0.89058,0.94288,0.97039,0.50687,0.4977,0.84079,0.89892,0.95412,0.44937,0.51235,0.5109,0.49217,0.50693,0.50355,0.54546,0.91524,0.94348,0.97952,0.96357,0.68182,0.4939,0.49113,0.50736,0.50255,0.50977,0.5116,0.49888,0.932,0.97574,0.87243,0.92553,0.74433,0.49962,0.49393,0.48213,0.50192,0.75069,0.47217,0.4904,0.48285,0.48177,0.5413
1,1,0.94483,0.5,0.88576,0.57353,0.92998,0.5,1,0.55735,1,1,1,1,1,1,0.98056,0,0.54388,1,1,0,0.95084,0,1,1,0.97408,1,0.99086,0,1,1,0.94154,0.99855,1,0.90447,1,0.5,0.96791,0.80873,0.96525,0.5,0.77594,1,0.99687,1,0.99919,0.84629,0.97974,0.55495,0.93973,0.5,0.36515,0.51758,0.98049,0.85938,1,0.5,1,0.5,0.99301,0.5,0.9588,0.9386,1,0.83469,1,1,0.6031,1,1,1,0.99022,0.5,1,1,1,1,1,0,1,1,0.92056,0.62898,0.92973,0.6791,0.83019,0.83182,0.7,0.48182,0.92543,0.90324,0.82608,0.65945,0.76316,0.69734,0.79892,0.73984,0.80293,0.83115,0.90441,1,0.5,0.98513,0.65341,0.95042,0.5,0.99531,0.77365,1,0.88637,0.7728,0.95,0.7383,0.52702,0.61905,0.82787,0.9,0.83333,0.93889,0.67273,0.81132,0.72619,0.66667,0.5,0.9244,0.92005,0.98487,0.84435,0.98934,0.5,0.59756,0.5,0.73469,0.5,0.72794,0.3464,0.68334,0.53096,0.93243,0.98633,0.98352,0.68056,0.53702,0.81373,0.53883,0.8125,0.97568,0.95737,0.96524,0.66125,0.85,0.50279,0.50633,0.4612,0.89508,0.5107,0.50926,0.56293,0.2203,0.50564,0.92158,1,0.28687,1,0.2549,0.5,0.33333,0.5,0.875,1,1,0.5,1,0.67235,1,0.5399,0.9375,0.5,1,0.67324,0.94959,0.5,0.90851,1,0.31118,0,0.33333,0,1,0.5,0.64898,0.5,0.97757,1,0.96562,1,1,1,0.99076,0.5,1,0.075,1,0,0.95588,0,0.8421,0.5,1,0.5,0.81818,0.064515,1,1,0.30983,1,0.91837,1,0.89519,1,0.68461,1,0.94505,1,0.85294,0.5,0.46637,1,0.7779,0.5,0.97901,0.5,0.84032,0.88044,0.9,0.61673,0.76984,0.49261,0.87136,0.5,0.94588,0.73229,0.94589,0.5,0.89786,0.5,0.75065,0.5,0.58425,0,0.48034,0,0.37949,0.37147,0.3339,0.81588,0.89614,0.82539,0.9215,0.73479,0.8466,0.90182,0.81694,0.86839,0.80212,0.575,0.78312,0.85579,0.83363,0.9399,0.86598,0.82679,0.79438,0.88997,0.80494,0.75254,0.78641,0.87353,0.8588,0.76656,0.78343,0.6748,0.48179,0.56015,0.9126,0.61944,0.88483,0.94727,0.87156,0.72781,0.9049,0.86837,0.88587,0.84783,0.73947,0.69412,0.63101,0.52858,0.60996,0.60796,0.58647,0.9936,0.97939,0.99315,0.65254,0.70833,0.72811,0.67612,0.58235,0.57661,0.44446,1,0.91405,0.57088,0.52916,0.47607,0.94304,0.93278,0.96382,1,0.96436,0.92376,0.81818,0.54323,0.47903,0.43329,0.36207,0.33948,0.95122,0.96454,0.93617,0.93168,0.99645,0.99724,1,0.51212,0.39775,0.37435,0.33986,0.4084,0.97361,0.9341,0.77859,0.89994,0.87841,0.9522,0.97295,0.97792,0.92873,0.94464
0.5188,0.47725,0.50599,0.5,0.41801,0.53319,0.36329,0.5,0.31913,0.36595,0.28446,0.68108,0.40362,0.43955,0.54382,0,0.51156,1,0.67041,1,0.44698,0,0.47428,1,0.49146,0,0.80527,0.3125,0.8226,1,0.46243,0,0.41482,0.44882,0.35896,0.29777,0.46493,0.5,0.5066,0,0.66107,0.5,0.84077,0.38304,0.37079,1,0.45035,0.18287,0.46515,0,0.56898,0.5,1,0,0.4672,0.73586,0.456,0.5,0.49045,0.5,0.54619,0.5,0.61305,0.6546,0.45037,0.54212,0.52158,0,0.9027,1,0.62534,0,0.67526,0.5,0.64226,0,0.6396,1,1,1,0.6014,1,0.67599,0.79152,0.51258,0.57649,0.47736,0.47046,0.47059,0.72159,0.52951,0.52288,0.5913,0.46595,0.60442,1,0.86499,0.92139,0.6645,0.54974,0.77574,0.47464,0.5,0.5423,0.97917,0.83471,0.5,0.46871,0.91216,0.32091,1,0.84981,1,0.92111,0.64865,0.54762,0.50819,0.5,0.50595,0.50111,0.48182,0.5,0.42857,0.46875,0.5,0.25019,0.44508,0.45342,0,0.48578,0.5,0.56098,0.5,0.72449,0.5,0.8897,0.85621,0.55834,0.4656,0.59459,0.50586,0.49133,0.38889,0.47285,0.44117,0.59969,0.53125,0.49189,0.49612,0.50267,0.675,0.5,0.48045,0.94555,0.50431,0.50542,0.47503,0.74735,0.46911,0.82449,0.52186,0.54519,0,0.94372,1,0.96079,0.5,0.94444,0.5,0.5,0,0.44444,0.5,0.45454,0.64394,0.52941,0.38298,0.45833,0.5,0.33463,0.60526,0.38257,0.5,0.36465,0.76909,0.94093,0,1,1,0.4375,0.5,0.52202,0.5,0.36752,0.65873,0.58414,0.25,0.57707,0.9752,0.46301,0.5,0.34717,0,0.5,0,0.48529,1,0.47369,0.5,0.45454,0.5,0.5,1,0.42857,1,0.93958,1,0.68263,1,0.73564,1,0.72789,1,0.66356,1,0.78415,0.5,0.95067,1,0.52626,0.5,0.50799,0.5,0.50641,0.55351,0.53056,0.56615,0.51687,0.59359,0.50112,0.5,0.43622,0.75521,0.44888,0.5,0.47857,0.5,0.54805,0.5,0.9559,0,0.9537,1,0.96272,0.96162,0.91789,0.50482,0.53861,0.44846,0.54951,0.48044,0.70626,0.7651,0.79988,0.81921,0.84933,0.61137,0.58113,0.5057,0.4669,0.48039,0.53608,0.49769,0.51236,0.54046,0.49753,0.51865,0.48786,0.74453,0.82444,0.8906,0.85415,0.90256,0.90255,0.63158,0.59681,0.56481,0.49861,0.45832,0.45406,0.47781,0.51224,0.46179,0.48913,0.44466,0.43016,0.95251,0.96325,1,0.93381,0.97596,0.89474,0.50728,0.4947,0.59132,0.49152,0.56944,0.73213,0.85396,0.91366,0.97888,0.88264,0.43824,0.24415,0.91774,0.95421,0.97208,0.50633,0.50841,0.54005,0.49217,0.51386,0.52837,0.54546,0.92946,0.96673,0.9891,0.96798,0.86531,0.50914,0.50532,0.49291,0.5,0.50799,0.49282,0.53132,0.96591,0.98267,0.95996,0.9107,0.4084,0.51197,0.46243,0.46941,0.51152,0.49863,0.47689,0.50803,0.51223,0.50055,0.45431
