0.074349,0.07332,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.055016,0.09071,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.036207,0.10763,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.07945,0.068732,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.088569,0.06053,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.0056812,0.13508,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.086212,0.06265,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.074564,0.073127,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.054537,0.09114,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.027906,0.11509,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.014605,0.12706,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.046682,0.098206,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.080421,0.067859,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.035984,0.10783,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.010281,0.13095,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.048247,0.096798,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.12358,0.029041,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.077487,0.070498,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.070202,0.07705,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.11081,0.040528,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.075241,0.072518,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.085943,0.062892,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.049622,0.095561,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.053532,0.092044,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.032939,0.11057,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.04863,0.096453,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.064491,0.082187,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.095377,0.054407,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.070933,0.076393,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
0.033666,0.10991,0.91338,0.63236,0.09754,0.2785,0.54688,0.95751,0.96489,0.15761
